"thread_id"	"thread_created_at"	"review_url"	"review_path"	"original_line"	"claim_heading"	"status_at_capture"	"falsifier"	"resolution_state"	"relationship"	"source_change_commit"	"evidence_kind"	"evidence_commit"	"evidence_pr"	"evidence_pr_title"	"evidence_merged_at"	"current_target"	"current_target_identity"	"current_owner_change_commit"	"current_owner_evidence_kind"	"current_owner_evidence_commit"	"current_owner_evidence_pr"	"current_owner_evidence_pr_title"	"current_owner_evidence_merged_at"	"current_owner_change_subject"	"source_change_subject"	"verification_method"
"PRRT_kwDOR3YK5M6ZMYw7"	"2026-08-14T07:09:24Z"	"https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1601#discussion_r3781803980"	"src/amd/r300/vulkan/meson.build"	"1330"	"move the arming runner outside the drm shim guard"	"unassessed"	""	"resolved"	"same-source"	"82087a506a7f43a7603ca36e5431a8aa24f08396"	"merged-pr"	"ba1652a87e55351b40743b79f0bec9dee44a9f6b"	"2057"	"r3v native separation audit input validation"	"2026-08-29T15:35:47Z"	"src/amd/r300/vulkan/meson.build"	"7e26c2f56fb8b1afdd1ceb271412721de87f37d3"	"82087a506a7f43a7603ca36e5431a8aa24f08396"	"merged-pr"	"ba1652a87e55351b40743b79f0bec9dee44a9f6b"	"2057"	"r3v native separation audit input validation"	"2026-08-29T15:35:47Z"	"r3v: harden native separation audit inputs"	"r3v: harden native separation audit inputs"	"Exact GitHub thread re-query plus resolution-source and current-source ancestry at the recorded target identity"
"PRRT_kwDOR3YK5M6ZMYxA"	"2026-08-14T07:09:24Z"	"https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1601#discussion_r3781803985"	"src/amd/r300/vulkan/tests/r3v_native_producer_arming_runner_check.py"	"38"	"calibrate the producer runner with an armed case"	"unassessed"	""	"resolved"	"same-source"	"fbc6aeabcb4f309acd75a32455baeca48e76d3a1"	"merged-pr"	"83893aa1effff3aa809218abc7cb96a7347a12b4"	"2033"	"r300: enforce producer stream manifest and arming contracts"	"2026-08-29T05:10:52Z"	"src/amd/r300/vulkan/tests/r3v_native_producer_arming_runner_check.py"	"52fa8da5a65f718fdd497aadeb528a6d87c5e7d9"	"fbc6aeabcb4f309acd75a32455baeca48e76d3a1"	"merged-pr"	"83893aa1effff3aa809218abc7cb96a7347a12b4"	"2033"	"r300: enforce producer stream manifest and arming contracts"	"2026-08-29T05:10:52Z"	"r300: calibrate producer stream review contracts"	"r300: calibrate producer stream review contracts"	"Exact GitHub thread re-query plus resolution-source and current-source ancestry at the recorded target identity"
"PRRT_kwDOR3YK5M6ZMYxC"	"2026-08-14T07:09:24Z"	"https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1601#discussion_r3781803990"	"src/amd/r300/vulkan/tests/r3v_native_producer_arming_runner.c"	"2"	"add required copyright attribution to both new sources"	"unassessed"	""	"resolved"	"same-source"	"bd51468d1ffbd22f5f42981e69e7be747c2e4333"	"merged-pr"	"9521204307310471613e1820ab19dfea438449d5"	"2032"	"r3v: calibrate producer arming runner and PCI identity parsing"	"2026-08-29T04:45:45Z"	"src/amd/r300/vulkan/tests/r3v_native_producer_arming_runner.c"	"d6c525c2593a166c3d5a6d9dc6db747d877e65a0"	"bd51468d1ffbd22f5f42981e69e7be747c2e4333"	"merged-pr"	"9521204307310471613e1820ab19dfea438449d5"	"2032"	"r3v: calibrate producer arming runner and PCI identity parsing"	"2026-08-29T04:45:45Z"	"r3v: calibrate producer arming runner and PCI identity parsing"	"r3v: calibrate producer arming runner and PCI identity parsing"	"Exact GitHub thread re-query plus resolution-source and current-source ancestry at the recorded target identity"
"PRRT_kwDOR3YK5M6ZMYxG"	"2026-08-14T07:09:24Z"	"https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1601#discussion_r3781803994"	"src/amd/r300/vulkan/tests/r3v_native_producer_arming_runner.c"	"82"	"reject malformed pci identity overrides"	"unassessed"	""	"resolved"	"same-source"	"bd51468d1ffbd22f5f42981e69e7be747c2e4333"	"merged-pr"	"9521204307310471613e1820ab19dfea438449d5"	"2032"	"r3v: calibrate producer arming runner and PCI identity parsing"	"2026-08-29T04:45:45Z"	"src/amd/r300/vulkan/tests/r3v_native_producer_arming_runner.c"	"d6c525c2593a166c3d5a6d9dc6db747d877e65a0"	"bd51468d1ffbd22f5f42981e69e7be747c2e4333"	"merged-pr"	"9521204307310471613e1820ab19dfea438449d5"	"2032"	"r3v: calibrate producer arming runner and PCI identity parsing"	"2026-08-29T04:45:45Z"	"r3v: calibrate producer arming runner and PCI identity parsing"	"r3v: calibrate producer arming runner and PCI identity parsing"	"Exact GitHub thread re-query plus resolution-source and current-source ancestry at the recorded target identity"
"PRRT_kwDOR3YK5M6ZMYxH"	"2026-08-14T07:09:24Z"	"https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1601#discussion_r3781803997"	"src/amd/r300/vulkan/tests/r3v_native_producer_arming_runner.c"	"28"	"add symbol discovery provenance to the cross path claim"	"unassessed"	""	"resolved"	"same-source"	"bd51468d1ffbd22f5f42981e69e7be747c2e4333"	"merged-pr"	"9521204307310471613e1820ab19dfea438449d5"	"2032"	"r3v: calibrate producer arming runner and PCI identity parsing"	"2026-08-29T04:45:45Z"	"src/amd/r300/vulkan/tests/r3v_native_producer_arming_runner.c"	"d6c525c2593a166c3d5a6d9dc6db747d877e65a0"	"bd51468d1ffbd22f5f42981e69e7be747c2e4333"	"merged-pr"	"9521204307310471613e1820ab19dfea438449d5"	"2032"	"r3v: calibrate producer arming runner and PCI identity parsing"	"2026-08-29T04:45:45Z"	"r3v: calibrate producer arming runner and PCI identity parsing"	"r3v: calibrate producer arming runner and PCI identity parsing"	"Exact GitHub thread re-query plus resolution-source and current-source ancestry at the recorded target identity"
"PRRT_kwDOR3YK5M6ZTCO9"	"2026-08-14T13:57:31Z"	"https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1602#discussion_r3784301431"	"src/amd/r300/vulkan/r3v_native_cell.c"	"818"	"maintainability code quality minor quick win"	"unassessed"	""	"resolved"	"same-source"	"aa62b70798ae6ddc3a07e1da7989568d18b4be4d"	"merged-pr"	"b01c1dcb5a836bb8a64fcc3890c5cd73fe0e09b1"	"2056"	"r3v GPU producer viewport and carrier retention"	"2026-08-29T15:06:35Z"	"src/amd/r300/vulkan/r3v_native_cell.c"	"9c7b1daf0877bcc03e27fb883ec8041580435e01"	"aa62b70798ae6ddc3a07e1da7989568d18b4be4d"	"merged-pr"	"b01c1dcb5a836bb8a64fcc3890c5cd73fe0e09b1"	"2056"	"r3v GPU producer viewport and carrier retention"	"2026-08-29T15:06:35Z"	"r3v: project GPU producer positions before carrier emission"	"r3v: project GPU producer positions before carrier emission"	"Exact GitHub thread re-query plus resolution-source and current-source ancestry at the recorded target identity"
"PRRT_kwDOR3YK5M6ZTCOk"	"2026-08-14T13:57:31Z"	"https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1602#discussion_r3784301399"	"docs/hardware/r3v-native-attended-producer-procedure.md"	"104"	"maintainability code quality minor quick win"	"unassessed"	""	"resolved"	"same-source"	"d34f310ffe1563af46bace03e514488a62f9cb25"	"merged-pr"	"0a689dc6b1200af477f0cbaf3c8a7c1e7da0488a"	"2038"	"r300: separate generic FP24 storage from R2VB identity admission"	"2026-08-29T07:26:25Z"	"docs/hardware/r3v-native-attended-producer-procedure.md"	"3d0fb4fb70127c954bcc704eaf018489ea84f1f4"	"d34f310ffe1563af46bace03e514488a62f9cb25"	"merged-pr"	"0a689dc6b1200af477f0cbaf3c8a7c1e7da0488a"	"2038"	"r300: separate generic FP24 storage from R2VB identity admission"	"2026-08-29T07:26:25Z"	"r300: separate generic FP24 storage from R2VB identity admission"	"r300: separate generic FP24 storage from R2VB identity admission"	"Exact GitHub thread re-query plus resolution-source and current-source ancestry at the recorded target identity"
"PRRT_kwDOR3YK5M6ZTCPO"	"2026-08-14T13:57:31Z"	"https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1602#discussion_r3784301448"	"src/amd/r300/vulkan/tests/r3v_native_producer_arming_runner_check.py"	"152"	"functional correctness minor quick win"	"repair-required"	"A matching sweep digest arms the sweep and the sweep digest refuses the reference stream."	"resolved"	"same-source"	"fbc6aeabcb4f309acd75a32455baeca48e76d3a1"	"merged-pr"	"83893aa1effff3aa809218abc7cb96a7347a12b4"	"2033"	"r300: enforce producer stream manifest and arming contracts"	"2026-08-29T05:10:52Z"	"src/amd/r300/vulkan/tests/r3v_native_producer_arming_runner_check.py"	"52fa8da5a65f718fdd497aadeb528a6d87c5e7d9"	"fbc6aeabcb4f309acd75a32455baeca48e76d3a1"	"merged-pr"	"83893aa1effff3aa809218abc7cb96a7347a12b4"	"2033"	"r300: enforce producer stream manifest and arming contracts"	"2026-08-29T05:10:52Z"	"r300: calibrate producer stream review contracts"	"r300: calibrate producer stream review contracts"	"Exact GitHub thread re-query plus resolution-source and current-source ancestry at the recorded target identity"
"PRRT_kwDOR3YK5M6ZTDHJ"	"2026-08-14T13:58:03Z"	"https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1602#discussion_r3784306276"	"docs/hardware/r3v-native-attended-producer-procedure.md"	"99"	"mark the executed run as reference only"	"unassessed"	""	"resolved"	"same-source"	"d34f310ffe1563af46bace03e514488a62f9cb25"	"merged-pr"	"0a689dc6b1200af477f0cbaf3c8a7c1e7da0488a"	"2038"	"r300: separate generic FP24 storage from R2VB identity admission"	"2026-08-29T07:26:25Z"	"docs/hardware/r3v-native-attended-producer-procedure.md"	"3d0fb4fb70127c954bcc704eaf018489ea84f1f4"	"d34f310ffe1563af46bace03e514488a62f9cb25"	"merged-pr"	"0a689dc6b1200af477f0cbaf3c8a7c1e7da0488a"	"2038"	"r300: separate generic FP24 storage from R2VB identity admission"	"2026-08-29T07:26:25Z"	"r300: separate generic FP24 storage from R2VB identity admission"	"r300: separate generic FP24 storage from R2VB identity admission"	"Exact GitHub thread re-query plus resolution-source and current-source ancestry at the recorded target identity"
"PRRT_kwDOR3YK5M6ZTDHW"	"2026-08-14T13:58:04Z"	"https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1602#discussion_r3784306291"	"docs/hardware/r3v-native-attended-producer-procedure.md"	"103"	"replace the host local evidence path with a durable locator"	"unassessed"	""	"resolved"	"same-source"	"d34f310ffe1563af46bace03e514488a62f9cb25"	"merged-pr"	"0a689dc6b1200af477f0cbaf3c8a7c1e7da0488a"	"2038"	"r300: separate generic FP24 storage from R2VB identity admission"	"2026-08-29T07:26:25Z"	"docs/hardware/r3v-native-attended-producer-procedure.md"	"3d0fb4fb70127c954bcc704eaf018489ea84f1f4"	"d34f310ffe1563af46bace03e514488a62f9cb25"	"merged-pr"	"0a689dc6b1200af477f0cbaf3c8a7c1e7da0488a"	"2038"	"r300: separate generic FP24 storage from R2VB identity admission"	"2026-08-29T07:26:25Z"	"r300: separate generic FP24 storage from R2VB identity admission"	"r300: separate generic FP24 storage from R2VB identity admission"	"Exact GitHub thread re-query plus resolution-source and current-source ancestry at the recorded target identity"
"PRRT_kwDOR3YK5M6ZTDHn"	"2026-08-14T13:58:04Z"	"https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1602#discussion_r3784306309"	"src/amd/r300/common/meson.build"	"100"	"validate the sweep manifest artifacts"	"unassessed"	""	"resolved"	"same-source"	"99b06c460b894559903321a88c26b6addad2b79c"	"merged-pr"	"e3ea414d33d430b41187cebe1a1987e06fcc42a0"	"2055"	"r3v: make tuple-width burst evidence paths explicit"	"2026-08-29T14:13:48Z"	"src/amd/r300/common/meson.build"	"bebd88e56e9fb929550887c1deb822f58b3f8e83"	"99b06c460b894559903321a88c26b6addad2b79c"	"merged-pr"	"e3ea414d33d430b41187cebe1a1987e06fcc42a0"	"2055"	"r3v: make tuple-width burst evidence paths explicit"	"2026-08-29T14:13:48Z"	"r3v: make tuple-width burst evidence paths explicit"	"r3v: make tuple-width burst evidence paths explicit"	"Exact GitHub thread re-query plus resolution-source and current-source ancestry at the recorded target identity"
"PRRT_kwDOR3YK5M6ZTDHx"	"2026-08-14T13:58:04Z"	"https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1602#discussion_r3784306320"	"src/amd/r300/vulkan/tests/r3v_native_producer_arming_runner_check.py"	"138"	"calibrate an armed sweep verdict"	"repair-required"	"A matching sweep digest arms the sweep and the sweep digest refuses the reference stream."	"resolved"	"same-source"	"fbc6aeabcb4f309acd75a32455baeca48e76d3a1"	"merged-pr"	"83893aa1effff3aa809218abc7cb96a7347a12b4"	"2033"	"r300: enforce producer stream manifest and arming contracts"	"2026-08-29T05:10:52Z"	"src/amd/r300/vulkan/tests/r3v_native_producer_arming_runner_check.py"	"52fa8da5a65f718fdd497aadeb528a6d87c5e7d9"	"fbc6aeabcb4f309acd75a32455baeca48e76d3a1"	"merged-pr"	"83893aa1effff3aa809218abc7cb96a7347a12b4"	"2033"	"r300: enforce producer stream manifest and arming contracts"	"2026-08-29T05:10:52Z"	"r300: calibrate producer stream review contracts"	"r300: calibrate producer stream review contracts"	"Exact GitHub thread re-query plus resolution-source and current-source ancestry at the recorded target identity"
"PRRT_kwDOR3YK5M6ZTeB4"	"2026-08-14T14:16:04Z"	"https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1603#discussion_r3784463868"	"src/amd/r300/common/tests/run_r2vb_reingest_replay.sh"	"49"	"validate the generated re ingest manifest contents"	"repair-required"	"Malformed digest, relocation, domain, and size metadata mutations are rejected."	"resolved"	"same-source"	"89f4e0b47236530efcdcc1b56fa21df3800f1975"	"merged-pr"	"b5c45f4d2c6353cef359d44375dd434aca64a015"	"2035"	"r300: cross-check re-ingest metadata before CS replay"	"2026-08-29T06:36:18Z"	"src/amd/r300/common/tests/run_r2vb_reingest_replay.sh"	"181356e18314f0887d51252abd026fe15d33af41"	"89f4e0b47236530efcdcc1b56fa21df3800f1975"	"merged-pr"	"b5c45f4d2c6353cef359d44375dd434aca64a015"	"2035"	"r300: cross-check re-ingest metadata before CS replay"	"2026-08-29T06:36:18Z"	"r300: cross-check re-ingest metadata before CS replay"	"r300: cross-check re-ingest metadata before CS replay"	"Exact GitHub thread re-query plus resolution-source and current-source ancestry at the recorded target identity"
"PRRT_kwDOR3YK5M6ZTeBt"	"2026-08-14T14:16:04Z"	"https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1603#discussion_r3784463852"	"src/amd/r300/vulkan/tests/r3v_native_reingest_arming_runner_check.py"	"82"	"add a known good re ingest arming case"	"repair-required"	"A known-good matching-provider case returns ARMED before the bad mutations are applied."	"resolved"	"same-source"	"89f4e0b47236530efcdcc1b56fa21df3800f1975"	"merged-pr"	"b5c45f4d2c6353cef359d44375dd434aca64a015"	"2035"	"r300: cross-check re-ingest metadata before CS replay"	"2026-08-29T06:36:18Z"	"src/amd/r300/vulkan/tests/r3v_native_reingest_arming_runner_check.py"	"6971fc58fc9eb5ad7328d690e60eaed2d568540a"	"89f4e0b47236530efcdcc1b56fa21df3800f1975"	"merged-pr"	"b5c45f4d2c6353cef359d44375dd434aca64a015"	"2035"	"r300: cross-check re-ingest metadata before CS replay"	"2026-08-29T06:36:18Z"	"r300: cross-check re-ingest metadata before CS replay"	"r300: cross-check re-ingest metadata before CS replay"	"Exact GitHub thread re-query plus resolution-source and current-source ancestry at the recorded target identity"
"PRRT_kwDOR3YK5M6ZTeBy"	"2026-08-14T14:16:04Z"	"https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1603#discussion_r3784463858"	"src/amd/r300/common/r300_r2vb_reingest_manifest.c"	"2"	"add real copyright lines to the new source headers"	"superseded-on-main"	"A verified legal holder requires attribution across the new source set under the current policy."	"resolved"	"same-source"	"428f6dcbb0e1cd71417e1169c385f9e62f2ac0b7"	"merged-pr"	"428f6dcbb0e1cd71417e1169c385f9e62f2ac0b7"	"1683"	"r300: name the reingest pass emitter"	"2026-08-22T07:31:34Z"	"src/amd/r300/common/r300_r2vb_reingest_manifest.c"	"9754e27a1d68bf54eb8d7aaa824a4f155e2f6c57"	"428f6dcbb0e1cd71417e1169c385f9e62f2ac0b7"	"merged-pr"	"428f6dcbb0e1cd71417e1169c385f9e62f2ac0b7"	"1683"	"r300: name the reingest pass emitter"	"2026-08-22T07:31:34Z"	"r300: name the reingest pass emitter (#1683)"	"r300: name the reingest pass emitter (#1683)"	"Exact GitHub thread re-query plus resolution-source and current-source ancestry at the recorded target identity"
"PRRT_kwDOR3YK5M6ZZIY3"	"2026-08-14T19:25:24Z"	"https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1605#discussion_r3786586404"	"src/amd/r300/vulkan/tests/r3v_native_attended_reingest.c"	"389"	"retain the poison count in re ingest outcomes"	"repair-required"	"The retained outcome records the poison count and a partial-write fixture remains independently classifiable."	"resolved"	"same-source"	"228b07d739cb803c61a3306f2766bca9c907bdcb"	"merged-pr"	"ab05d2e39b9a2308f588714bfe26ca3b66d8f180"	"2036"	"r3v: retain poison count in re-ingest outcomes"	"2026-08-29T06:52:59Z"	"src/amd/r300/vulkan/tests/r3v_native_attended_reingest.c"	"fe281488ff1c698e8ade4b2e5c4cf91cf42d94bd"	"228b07d739cb803c61a3306f2766bca9c907bdcb"	"merged-pr"	"ab05d2e39b9a2308f588714bfe26ca3b66d8f180"	"2036"	"r3v: retain poison count in re-ingest outcomes"	"2026-08-29T06:52:59Z"	"r3v: retain poison count in re-ingest outcomes"	"r3v: retain poison count in re-ingest outcomes"	"Exact GitHub thread re-query plus resolution-source and current-source ancestry at the recorded target identity"
"PRRT_kwDOR3YK5M6ZZIYq"	"2026-08-14T19:25:24Z"	"https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1605#discussion_r3786586385"	"docs/hardware/r3v-native-attended-producer-procedure.md"	"125"	"remove target local paths from checked in procedures"	"unassessed"	""	"resolved"	"same-source"	"d34f310ffe1563af46bace03e514488a62f9cb25"	"merged-pr"	"0a689dc6b1200af477f0cbaf3c8a7c1e7da0488a"	"2038"	"r300: separate generic FP24 storage from R2VB identity admission"	"2026-08-29T07:26:25Z"	"docs/hardware/r3v-native-attended-producer-procedure.md"	"3d0fb4fb70127c954bcc704eaf018489ea84f1f4"	"d34f310ffe1563af46bace03e514488a62f9cb25"	"merged-pr"	"0a689dc6b1200af477f0cbaf3c8a7c1e7da0488a"	"2038"	"r300: separate generic FP24 storage from R2VB identity admission"	"2026-08-29T07:26:25Z"	"r300: separate generic FP24 storage from R2VB identity admission"	"r300: separate generic FP24 storage from R2VB identity admission"	"Exact GitHub thread re-query plus resolution-source and current-source ancestry at the recorded target identity"
"PRRT_kwDOR3YK5M6ZZIYz"	"2026-08-14T19:25:24Z"	"https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1605#discussion_r3786586398"	"docs/hardware/r3v-native-attended-producer-procedure.md"	"119"	"bound the known claim to the sampled fp24 values"	"unassessed"	""	"resolved"	"same-source"	"d34f310ffe1563af46bace03e514488a62f9cb25"	"merged-pr"	"0a689dc6b1200af477f0cbaf3c8a7c1e7da0488a"	"2038"	"r300: separate generic FP24 storage from R2VB identity admission"	"2026-08-29T07:26:25Z"	"docs/hardware/r3v-native-attended-producer-procedure.md"	"3d0fb4fb70127c954bcc704eaf018489ea84f1f4"	"d34f310ffe1563af46bace03e514488a62f9cb25"	"merged-pr"	"0a689dc6b1200af477f0cbaf3c8a7c1e7da0488a"	"2038"	"r300: separate generic FP24 storage from R2VB identity admission"	"2026-08-29T07:26:25Z"	"r300: separate generic FP24 storage from R2VB identity admission"	"r300: separate generic FP24 storage from R2VB identity admission"	"Exact GitHub thread re-query plus resolution-source and current-source ancestry at the recorded target identity"
"PRRT_kwDOR3YK5M6ZZ5qL"	"2026-08-14T20:15:19Z"	"https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1607#discussion_r3786886951"	"src/amd/r300/common/r300_r2vb_producer_pass.c"	"582"	"state the measured fp24 property without run chronology"	"unassessed"	""	"resolved"	"same-source"	"9eb86a6813450a2433207f2a46fb9087c424c9d2"	"merged-pr"	"e47b90d535ed983d26185a5580aa6480ec4e06a8"	"2037"	"r300: state RS482 FP24 ceiling in producer comment"	"2026-08-29T07:06:48Z"	"src/amd/r300/common/r300_r2vb_producer_pass.c"	"8f4d6e3da893947c6b5cfe42541f605b5d66b4f3"	"9eb86a6813450a2433207f2a46fb9087c424c9d2"	"merged-pr"	"e47b90d535ed983d26185a5580aa6480ec4e06a8"	"2037"	"r300: state RS482 FP24 ceiling in producer comment"	"2026-08-29T07:06:48Z"	"r300: state RS482 FP24 ceiling in producer comment"	"r300: state RS482 FP24 ceiling in producer comment"	"Exact GitHub thread re-query plus resolution-source and current-source ancestry at the recorded target identity"
"PRRT_kwDOR3YK5M6ZbztH"	"2026-08-14T22:46:33Z"	"https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1608#discussion_r3787621785"	"src/amd/r300/common/r300_us_source_read.h"	"72"	"keep the r2vb ceiling out of the generic fp24 model"	"repair-required"	"A route-specific R2VB admission bound coexists with the production FP24 storage range."	"resolved"	"same-source"	"d34f310ffe1563af46bace03e514488a62f9cb25"	"merged-pr"	"0a689dc6b1200af477f0cbaf3c8a7c1e7da0488a"	"2038"	"r300: separate generic FP24 storage from R2VB identity admission"	"2026-08-29T07:26:25Z"	"src/amd/r300/common/r300_us_source_read.h"	"d147fda0e8f2f723df236bbd86da1c6e64f755c8"	"d34f310ffe1563af46bace03e514488a62f9cb25"	"merged-pr"	"0a689dc6b1200af477f0cbaf3c8a7c1e7da0488a"	"2038"	"r300: separate generic FP24 storage from R2VB identity admission"	"2026-08-29T07:26:25Z"	"r300: separate generic FP24 storage from R2VB identity admission"	"r300: separate generic FP24 storage from R2VB identity admission"	"Exact GitHub thread re-query plus resolution-source and current-source ancestry at the recorded target identity"
"PRRT_kwDOR3YK5M6ZbztK"	"2026-08-14T22:46:33Z"	"https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1608#discussion_r3787621789"	"docs/hardware/r3v-native-attended-producer-procedure.md"	"112"	"use the mesa ai disclosure trailer"	"superseded-on-main"	"The merged commit lacks a recognized disclosure trailer or the policy requires Generated-by for this contribution."	"resolved"	"same-source"	"d34f310ffe1563af46bace03e514488a62f9cb25"	"merged-pr"	"0a689dc6b1200af477f0cbaf3c8a7c1e7da0488a"	"2038"	"r300: separate generic FP24 storage from R2VB identity admission"	"2026-08-29T07:26:25Z"	"docs/hardware/r3v-native-attended-producer-procedure.md"	"3d0fb4fb70127c954bcc704eaf018489ea84f1f4"	"d34f310ffe1563af46bace03e514488a62f9cb25"	"merged-pr"	"0a689dc6b1200af477f0cbaf3c8a7c1e7da0488a"	"2038"	"r300: separate generic FP24 storage from R2VB identity admission"	"2026-08-29T07:26:25Z"	"r300: separate generic FP24 storage from R2VB identity admission"	"r300: separate generic FP24 storage from R2VB identity admission"	"Exact GitHub thread re-query plus resolution-source and current-source ancestry at the recorded target identity"
"PRRT_kwDOR3YK5M6Zc7p4"	"2026-08-15T01:01:52Z"	"https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1609#discussion_r3788059294"	"src/amd/r300/common/r300_r2vb_float2_tuple_pass.c"	"1"	"add copyright lines to the new file headers"	"unassessed"	""	"resolved"	"same-source"	"6208e8d8c6d9ebd9c72aa12d0110700f3e6a4d33"	"merged-pr"	"1bc48e28cc13fbf93e0618af72c07d0c5a105557"	"2049"	"r300: restore symbol discovery provenance"	"2026-08-29T12:40:25Z"	"src/amd/r300/common/r300_r2vb_float2_tuple_pass.c"	"3581a1093124a8eb51a396598a5904bf0fa08725"	"6208e8d8c6d9ebd9c72aa12d0110700f3e6a4d33"	"merged-pr"	"1bc48e28cc13fbf93e0618af72c07d0c5a105557"	"2049"	"r300: restore symbol discovery provenance"	"2026-08-29T12:40:25Z"	"r300: restore symbol discovery provenance"	"r300: restore symbol discovery provenance"	"Exact GitHub thread re-query plus resolution-source and current-source ancestry at the recorded target identity"
"PRRT_kwDOR3YK5M6Zc7p6"	"2026-08-15T01:01:52Z"	"https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1609#discussion_r3788059296"	"src/amd/r300/common/tests/run_r2vb_float2_tuple_replay.sh"	"53"	"validate tuple artifacts before accepting replay"	"repair-required"	"Mutated vertex bytes, BO metadata, manifest fields, and expected carrier values are each rejected."	"resolved"	"same-source"	"bbcd528647e38378032bd9a58b73fd2893f2cd85"	"merged-pr"	"bcfd7bdd4da698db89f049ac7a2fd21d18c77a37"	"2039"	"r300: verify FLOAT_2 tuple manifest artifacts before replay"	"2026-08-29T07:54:24Z"	"src/amd/r300/common/tests/run_r2vb_float2_tuple_replay.sh"	"c685ea1e01a6b7f14bbd01c290f25c42324ff07e"	"bbcd528647e38378032bd9a58b73fd2893f2cd85"	"merged-pr"	"bcfd7bdd4da698db89f049ac7a2fd21d18c77a37"	"2039"	"r300: verify FLOAT_2 tuple manifest artifacts before replay"	"2026-08-29T07:54:24Z"	"r300: verify FLOAT_2 tuple manifest artifacts before replay"	"r300: verify FLOAT_2 tuple manifest artifacts before replay"	"Exact GitHub thread re-query plus resolution-source and current-source ancestry at the recorded target identity"
"PRRT_kwDOR3YK5M6Zc7p9"	"2026-08-15T01:01:52Z"	"https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1609#discussion_r3788059298"	"src/amd/r300/common/r300_r2vb_float2_tuple_pass.c"	"323"	"reset the lower vertex index clamp"	"unassessed"	""	"resolved"	"same-source"	"6208e8d8c6d9ebd9c72aa12d0110700f3e6a4d33"	"merged-pr"	"1bc48e28cc13fbf93e0618af72c07d0c5a105557"	"2049"	"r300: restore symbol discovery provenance"	"2026-08-29T12:40:25Z"	"src/amd/r300/common/r300_r2vb_float2_tuple_pass.c"	"3581a1093124a8eb51a396598a5904bf0fa08725"	"6208e8d8c6d9ebd9c72aa12d0110700f3e6a4d33"	"merged-pr"	"1bc48e28cc13fbf93e0618af72c07d0c5a105557"	"2049"	"r300: restore symbol discovery provenance"	"2026-08-29T12:40:25Z"	"r300: restore symbol discovery provenance"	"r300: restore symbol discovery provenance"	"Exact GitHub thread re-query plus resolution-source and current-source ancestry at the recorded target identity"
"PRRT_kwDOR3YK5M6Zdt0h"	"2026-08-15T03:18:58Z"	"https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1610#discussion_r3788355048"	"src/amd/r300/vulkan/tests/r3v_native_float2_tuple_arming_runner_check.py"	"106"	"calibrate the runner with an armed input"	"repair-required"	"An exact digest, kernel release, and module srcversion case returns an armed verdict before mutation."	"resolved"	"same-source"	"b6b7da45896ac7959f7c0b03d368cba4ed847939"	"merged-pr"	"cab58db45ac3e2308c02a5ed175d433aa5784665"	"2040"	"r3v: harden FLOAT_2 tuple arming and evidence freshness"	"2026-08-29T08:25:49Z"	"src/amd/r300/vulkan/tests/r3v_native_float2_tuple_arming_runner_check.py"	"f7ef77bf47c58aa2840f2f290552aec68b56a8a5"	"b6b7da45896ac7959f7c0b03d368cba4ed847939"	"merged-pr"	"cab58db45ac3e2308c02a5ed175d433aa5784665"	"2040"	"r3v: harden FLOAT_2 tuple arming and evidence freshness"	"2026-08-29T08:25:49Z"	"r3v: harden FLOAT_2 tuple arming and evidence freshness"	"r3v: harden FLOAT_2 tuple arming and evidence freshness"	"Exact GitHub thread re-query plus resolution-source and current-source ancestry at the recorded target identity"
